# Program:featureCounts v2.0.3; Command:"featureCounts" "-s" "2" "-a" "./genome/chr1-hg19_genes.gtf" "-o" "./results/RNA_seq_featurecounts.txt" "./results/Irrel_kd_1_Aligned.sortedByCoord.out.bam" "./results/Irrel_kd_2_Aligned.sortedByCoord.out.bam" "./results/Irrel_kd_3_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_1_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_2_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_3_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./results/Irrel_kd_1_Aligned.sortedByCoord.out.bam	./results/Irrel_kd_2_Aligned.sortedByCoord.out.bam	./results/Irrel_kd_3_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_1_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_2_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_3_Aligned.sortedByCoord.out.bam
DISC2	chr1	231950372	231954263	-	3892	0	0	0	0	0	0
SIPA1L2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	232533712;232538138;232539194;232539871;232551240;232561335;232564157;232567993;232574854;232577037;232577514;232579348;232581275;232596633;232600586;232607117;232615373;232619538;232626620;232629273;232649603	232535019;232538219;232539317;232539924;232551371;232561554;232564310;232568217;232575242;232577140;232577614;232579431;232581532;232596907;232601162;232607274;232615476;232619712;232626808;232629406;232651243	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6488	3	0	0	0	0	2
KIAA1383	chr1	232940638	232946092	+	5455	0	0	0	0	0	0
NTPCR	chr1;chr1;chr1;chr1;chr1	233086370;233091303;233092093;233105655;233113909	233086490;233091465;233092189;233105864;233114219	+;+;+;+;+	902	0	1	0	0	1	0
PCNXL2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	233119882;233121838;233133997;233134851;233136051;233137283;233150411;233152667;233160892;233190014;233192978;233225807;233231501;233270759;233275460;233296029;233297017;233313548;233314812;233334685;233335900;233344264;233353645;233353777;233362972;233372591;233386485;233388100;233388387;233393774;233397031;233397791;233398704;233431072	233120223;233122286;233134184;233135125;233136281;233137427;233150523;233152900;233161145;233190229;233193036;233225936;233231609;233270936;233275601;233296179;233297109;233313644;233314921;233334776;233336010;233344435;233353677;233353930;233363117;233372726;233386578;233388245;233388534;233395090;233397067;233397911;233398909;233431459	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6817	0	1	0	0	0	0
KIAA1804	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	233463514;233482188;233489553;233490582;233497799;233507784;233511662;233512176;233514677;233518051	233464579;233482368;233489701;233490757;233498039;233507906;233511812;233512273;233515456;233520894	+;+;+;+;+;+;+;+;+;+	5809	1	0	0	0	0	1
KCNK1	chr1;chr1;chr1	233749750;233802341;233807017	233750272;233802736;233808258	+;+;+	2161	0	1	0	0	0	0
MIR4427	chr1	233759898	233759965	+	68	0	0	0	0	0	0
SLC35F3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	234040679;234041275;234367163;234444847;234452348;234454497;234455844;234458754	234040876;234041504;234367487;234445066;234452473;234454689;234455933;234460262	+;+;+;+;+;+;+;+	2891	0	0	0	0	0	0
MIR4671	chr1	234442213	234442285	+	73	0	0	0	0	0	0
C1orf31	chr1;chr1;chr1;chr1;chr1;chr1	234509214;234509429;234509976;234509976;234519469;234519469	234509424;234509586;234510135;234510135;234519795;234519795	+;+;+;+;+;+	856	0	1	0	0	1	0
TARBP1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	234527059;234528162;234529108;234529392;234534128;234536927;234541649;234546191;234553830;234556448;234561419;234563063;234563322;234564882;234565162;234565833;234569156;234573021;234582549;234584226;234586174;234593413;234594976;234596007;234599583;234601402;234603248;234606934;234608460;234613919	234527491;234528298;234529232;234529583;234534299;234537008;234541845;234546277;234553979;234556558;234561539;234563134;234563512;234565070;234565423;234566047;234569317;234573118;234582721;234584325;234586312;234593502;234595072;234596142;234599680;234601454;234603396;234607003;234608557;234614849	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5130	1	1	0	1	1	1
LOC100506795	chr1;chr1;chr1	234663637;234666772;234667274	234666088;234666927;234667525	-;-;-	2860	0	0	0	0	0	0
IRF2BP2	chr1;chr1;chr1;chr1	234740015;234740015;234744193;234744241	234743598;234743598;234745271;234745271	-;-;-;-	4663	0	1	0	1	1	1
NCRNA00184	chr1;chr1	234765057;234768694	234765493;234770526	+;+	2270	0	0	0	0	0	0
LOC100506810	chr1;chr1;chr1	234859789;234860970;234864095	234859829;234861425;234867390	+;+;+	3793	0	0	0	0	0	0
TOMM20	chr1;chr1;chr1;chr1;chr1	235272658;235277083;235283133;235285641;235291910	235275423;235277225;235283214;235285687;235292256	-;-;-;-;-	3385	4	2	0	0	3	1
SNORA14B	chr1	235291118	235291252	-	135	0	0	0	0	0	0
RBM34	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	235294498;235294498;235298967;235298967;235299349;235299349;235301192;235301192;235301406;235301406;235311719;235311719;235315803;235316021;235316021;235318196;235318196;235318196;235323826;235323826;235324208;235324208;235324208;235324489;235324489;235324489	235295312;235295312;235299085;235299085;235299388;235299388;235301255;235301255;235301489;235301489;235311762;235311762;235316080;235316080;235316080;235318427;235318427;235318427;235323962;235323962;235324382;235324382;235324382;235324571;235324571;235324571	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2071	0	1	0	1	1	1
ARID4B	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	235330210;235330210;235330210;235335933;235335933;235335933;235338499;235338499;235338499;235341115;235341115;235341115;235344900;235344900;235344900;235357328;235357328;235357328;235359346;235359346;235359346;235377084;235377084;235383108;235383108;235383108;235383617;235383617;235383617;235384880;235384880;235384880;235386481;235386481;235386481;235388018;235388018;235388018;235392546;235392546;235392546;235394428;235394428;235394428;235397728;235397728;235397728;235403628;235403628;235403628;235409735;235409735;235409735;235416045;235416045;235416045;235418975;235418975;235418975;235420475;235420475;235420475;235423957;235423957;235423957;235490229;235490229;235490229;235490475;235491084;235491084	235331967;235331967;235331967;235336079;235336079;235336079;235338714;235338714;235338714;235341228;235341228;235341228;235346108;235346108;235346108;235357526;235357526;235357526;235359430;235359430;235359430;235377341;235377341;235383283;235383283;235383283;235383860;235383860;235383860;235384977;235384977;235384977;235386575;235386575;235386575;235388090;235388090;235388090;235392700;235392700;235392700;235394504;235394504;235394504;235397807;235397807;235397807;235403766;235403766;235403766;235409826;235409826;235409826;235416124;235416124;235416124;235419065;235419065;235419065;235420540;235420540;235420540;235424067;235424067;235424067;235490283;235490283;235490283;235490802;235491532;235491532	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6395	0	1	0	0	0	2
MIR4753	chr1	235353349	235353431	-	83	0	0	0	0	0	0
GGPS1	chr1;chr1;chr1;chr1;chr1;chr1;chr1	235491753;235491869;235498557;235505023;235505023;235505326;235505326	235491813;235492093;235498649;235505093;235505093;235507844;235507844	+;+;+;+;+;+;+	2969	0	1	0	0	1	0
TBCE	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	235530728;235530728;235543334;235543334;235564818;235564818;235577748;235577748;235582788;235582788;235590455;235590455;235594020;235594020;235597519;235597519;235599060;235599060;235599701;235599701;235599859;235599859;235600637;235600637;235602084;235602084;235605129;235605129;235606167;235606167;235611664;235611664;235611985;235611985	235530819;235530867;235543464;235543464;235564902;235564902;235577933;235577933;235582876;235582876;235590554;235590554;235594119;235594119;235597595;235597595;235599155;235599155;235599765;235599765;235599923;235599923;235600789;235600789;235602237;235602237;235605197;235605197;235606226;235606226;235611755;235611755;235612280;235612280	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1958	0	1	1	0	0	0
B3GALNT2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	235610533;235616402;235617468;235618871;235621911;235628953;235634164;235643370;235647638;235652473;235657991;235667441	235613655;235616458;235617627;235618996;235622094;235629031;235634274;235643465;235647831;235652573;235658138;235667781	-;-;-;-;-;-;-;-;-;-;-;-	4720	1	1	1	1	1	0
GNG4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	235710985;235710985;235710985;235747040;235747040;235747040;235758700;235758700;235812962;235813849;235813849	235715537;235715537;235715537;235747148;235747148;235747148;235758811;235758811;235813293;235814054;235814054	-;-;-;-;-;-;-;-;-;-;-	5312	0	1	0	1	0	0
LYST	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	235824345;235827284;235827765;235840391;235840780;235850249;235856650;235860383;235866047;235872391;235875357;235878501;235880012;235883961;235887328;235891376;235892896;235894147;235894332;235896803;235897130;235897783;235904722;235907279;235909636;235914510;235915305;235916344;235918778;235920581;235922272;235926020;235929379;235933460;235937142;235938213;235940363;235944165;235945227;235950500;235952001;235954999;235956803;235963620;235964171;235966208;235967804;235969043;235971755;235976271;235993526;235996878;236030143	235826378;235827355;235827921;235840488;235840919;235850347;235856786;235860572;235866277;235872608;235875497;235878657;235880078;235884205;235887480;235891431;235892957;235894243;235894477;235896991;235897206;235897959;235904928;235907457;235909827;235914662;235915471;235916574;235918947;235920758;235922899;235926151;235929577;235933597;235937291;235938386;235940608;235944355;235945387;235950673;235952145;235955425;235956912;235963686;235964397;235966364;235967965;235970072;235973834;235976361;235993724;235996967;236030220	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13476	1	1	0	1	1	0
MIR1537	chr1	236016300	236016360	-	61	0	0	0	0	0	0
NID1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	236139132;236142295;236143122;236143796;236144911;236148679;236154186;236156945;236175221;236176711;236180448;236187370;236189196;236192850;236195701;236201404;236205210;236208757;236211990;236228155	236141288;236142407;236143245;236143953;236145082;236148805;236154358;236157172;236175343;236176860;236180573;236187513;236189441;236193050;236195952;236201553;236205592;236208983;236212289;236228481	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5881	1	0	2	1	2	1
GPR137B	chr1;chr1;chr1;chr1;chr1;chr1;chr1	236305832;236332006;236341714;236343179;236347078;236368426;236371350	236306336;236332055;236341936;236343328;236347206;236368550;236372209	+;+;+;+;+;+;+	2042	0	0	0	0	0	0
ERO1LB	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	236378422;236384132;236385224;236388370;236389569;236389947;236393524;236396128;236399089;236399578;236406722;236413185;236415350;236416722;236433175;236444982	236381876;236384265;236385310;236388439;236389815;236390039;236393550;236396139;236399135;236399698;236406795;236413267;236415391;236416805;236433294;236445339	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5054	0	0	1	0	0	0
EDARADD	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	236557680;236558716;236572516;236572516;236577560;236577560;236590692;236590692;236631531;236631531;236645567;236645567	236557805;236558960;236572574;236572574;236577599;236577599;236590750;236590750;236631576;236631576;236648008;236648008	+;+;+;+;+;+;+;+;+;+;+;+	3017	1	0	0	0	0	0
LGALS8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	236681514;236681724;236686739;236686739;236687027;236687270;236687270;236689268;236689268;236689268;236689268;236700797;236700797;236700797;236700797;236702179;236702179;236702179;236702179;236703864;236703864;236703864;236703864;236704954;236704954;236704954;236704954;236706061;236706061;236706061;236706061;236706215;236706215;236706860;236706860;236706860;236706860;236708050;236708050;236708050;236708050;236711312;236711312;236711312;236711312	236681584;236681800;236686924;236686924;236687361;236687361;236687361;236689415;236689415;236689415;236689415;236700885;236700885;236700885;236700885;236702389;236702389;236702389;236702389;236703983;236703983;236703983;236703983;236705010;236705010;236705010;236705010;236706087;236706087;236706087;236706087;236706340;236706340;236706948;236706948;236706948;236706948;236708215;236708215;236708215;236708215;236716279;236716279;236716279;236716279	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6670	0	0	0	0	0	0
LGALS8-AS1	chr1	236686369	236687808	-	1440	0	0	0	0	0	0
HEATR1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	236712305;236715299;236716881;236717898;236718596;236718851;236719105;236719400;236720495;236721537;236722295;236723014;236724525;236727798;236729219;236729946;236732296;236734651;236734868;236735711;236736025;236737502;236737961;236739519;236740080;236744522;236746036;236746313;236748325;236749120;236749541;236750702;236751248;236754147;236755293;236755823;236757312;236758840;236759133;236760136;236761178;236762783;236766460;236767254;236767722	236714290;236715407;236717039;236718052;236718764;236718955;236719239;236719558;236720645;236721829;236722435;236723137;236724571;236727961;236729345;236730176;236732424;236734772;236734986;236735854;236736128;236737633;236738203;236739677;236740249;236744714;236746172;236746496;236748516;236749241;236749752;236750790;236751343;236754254;236755410;236755933;236757414;236758973;236759344;236760276;236761279;236762924;236766676;236767427;236767841	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8484	2	0	2	0	0	4
ACTN2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	236849770;236881158;236882194;236883405;236889233;236890978;236894533;236898935;236900422;236902602;236906196;236907926;236910967;236912424;236914770;236917247;236918319;236920786;236923024;236924315;236925761	236850099;236881272;236882313;236883491;236889320;236891056;236894614;236899020;236900514;236902832;236906343;236908076;236911075;236912564;236914952;236917381;236918498;236920932;236923089;236924473;236927558	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4528	0	1	0	1	1	0
MTR	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	236958581;236966728;236969444;236972004;236973803;236976038;236978904;236979749;236987419;236988638;236990129;236992489;236995266;236998847;237001714;237013644;237015821;237016248;237023133;237024425;237025536;237026754;237037073;237038026;237044055;237048421;237049592;237052481;237054433;237057657;237058658;237060306;237060858	236959037;236966942;236969533;236972073;236973895;236976144;236978963;236979843;236987519;236988699;236990196;236992568;236995378;236998987;237001899;237013823;237015937;237016388;237023222;237024577;237025643;237026854;237037140;237038146;237044136;237048519;237049667;237052636;237054629;237057857;237058850;237060418;237067281	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10558	1	1	2	2	1	0
RYR2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	237205702;237433797;237494178;237519265;237527658;237532834;237538017;237540623;237550581;237551387;237580349;237586392;237604619;237608701;237617691;237619900;237632392;237655106;237656254;237659811;237664011;237666589;237670010;237674988;237693727;237711731;237713844;237729867;237732445;237753093;237753940;237755039;237756776;237758798;237765325;237774062;237777339;237780586;237787065;237788961;237791107;237794727;237796878;237798189;237801657;237802315;237804197;237806627;237811744;237813177;237814711;237817574;237819121;237821244;237823285;237824110;237829812;237831183;237837396;237838031;237841348;237843756;237850755;237862265;237863529;237865278;237868513;237870249;237872158;237872780;237875045;237880498;237881762;237886428;237889573;237890387;237893560;237895346;237897005;237905596;237919588;237920997;237923076;237924255;237934107;237935312;237936820;237941966;237944865;237946975;237949269;237951288;237954729;237955405;237957167;237958589;237961337;237965156;237969437;237972201;237982336;237991681;237993830;237994814;237995852	237205869;237433916;237494282;237519285;237527672;237532908;237538095;237540735;237550680;237551483;237580423;237586548;237604783;237608822;237617874;237620035;237632487;237655224;237656387;237660052;237664203;237666805;237670114;237675091;237693810;237711890;237713991;237730075;237732619;237753301;237754292;237755153;237756936;237758957;237765411;237774288;237778143;237780786;237787170;237789104;237791380;237794841;237797010;237798292;237801792;237802501;237804302;237806747;237811913;237813397;237814801;237817714;237819284;237821322;237823374;237824247;237829889;237831258;237837519;237838146;237841412;237843877;237850804;237862325;237863767;237865359;237868643;237870569;237872398;237872867;237875137;237880668;237881821;237886562;237889608;237890499;237893656;237895449;237897056;237905649;237919687;237921076;237923152;237924328;237934187;237935400;237936948;237942070;237944946;237948272;237949336;237951435;237954815;237955623;237957297;237958631;237961470;237965216;237969583;237972335;237982492;237991745;237993930;237994865;237997288	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	16365	0	0	0	0	0	0
LOC100130331	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	238025475;238025700;238030323;238045766;238067274;238068727;238069237;238070247;238079533;238084178;238084545;238090049	238025505;238025822;238030475;238045868;238067422;238068901;238069410;238070475;238079696;238084358;238084616;238091619	+;+;+;+;+;+;+;+;+;+;+;+	3125	1	1	4	0	1	1
ZP4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	238041164;238045677;238046042;238048069;238048465;238048691;238049056;238050071;238050674;238051658;238053167;238053355;238053761	238041682;238045849;238046146;238048147;238048615;238048880;238049186;238050168;238050861;238051810;238053269;238053476;238054222	-;-;-;-;-;-;-;-;-;-;-;-;-	2474	0	0	0	0	0	0
LOC339535	chr1;chr1	238643684;238649085	238644981;238649317	-;-	1531	0	0	0	0	0	0
CHRM3	chr1;chr1;chr1;chr1;chr1	239792373;239795524;239841486;239990552;240070733	239792839;239795586;239841588;239990678;240072717	+;+;+;+;+	2745	0	0	0	0	0	0
RPS7P5	chr1;chr1	240170824;240175922	240171137;240176560	+;+	953	0	0	0	0	0	0
FMN2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	240255185;240286479;240341221;240351507;240370099;240374391;240421245;240458122;240492376;240492639;240493903;240497187;240497409;240519116;240555811;240601361;240635672;240637428	240257024;240286645;240341368;240351562;240372032;240374535;240421332;240458183;240492467;240492768;240494049;240497246;240497529;240519208;240555862;240601510;240635753;240638489	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6429	0	0	0	0	0	1
GREM2	chr1;chr1	240652873;240775184	240656776;240775462	-;-	4183	0	0	0	0	0	0
RGS7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	240938817;240964755;240966204;240969440;240975218;240976918;240978016;240979617;240990398;241031887;241032076;241033355;241094017;241099900;241146379;241261966;241518999;241520199	240939513;240964808;240966293;240969626;240975343;240977028;240978077;240979715;240990472;241031968;241032152;241033419;241094068;241100006;241146429;241262062;241519126;241520478	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2440	0	0	0	0	0	0
MIR3123	chr1	241295572	241295646	+	75	0	0	0	0	0	0
FH	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	241660857;241663737;241665743;241667342;241669303;241671903;241675267;241676903;241680482;241682891	241661270;241663890;241665870;241667545;241669468;241672085;241675443;241677013;241680616;241683085	-;-;-;-;-;-;-;-;-;-	1867	0	0	0	0	1	1
KMO	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	241695680;241712129;241712977;241714255;241718912;241723965;241725467;241728287;241729791;241731800;241749981;241752050;241753314;241753506;241755255	241695798;241712198;241713074;241714344;241718960;241724052;241725632;241728358;241729912;241731947;241750038;241752132;241753415;241753565;241758944	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5015	0	0	0	0	0	0
OPN3	chr1;chr1;chr1;chr1	241756452;241761048;241767562;241803184	241757993;241761299;241767881;241803701	-;-;-;-	2632	0	0	0	0	0	0
CHML	chr1	241792167	241799232	-	7066	0	0	0	0	0	1
WDR64	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	241815580;241823832;241834376;241837946;241842787;241846789;241850763;241875104;241886599;241901665;241904818;241907695;241912849;241920585;241929520;241932706;241933923;241934963;241936094;241938407;241943306;241946574;241951151;241953893;241958509;241959559;241964434	241815931;241823962;241834478;241838049;241842897;241847003;241850897;241875183;241886738;241901791;241904966;241907818;241913024;241920761;241929653;241932807;241933992;241934999;241936233;241938512;241943364;241946683;241951336;241953998;241958589;241959672;241965434	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4370	0	0	0	0	0	0
EXO1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	242011493;242012033;242012033;242012033;242012414;242013711;242013711;242013711;242015594;242015594;242015594;242016660;242016660;242016660;242020647;242020647;242020647;242021808;242021808;242021808;242023819;242023819;242023819;242024708;242024708;242024708;242030132;242030132;242030132;242035334;242035334;242035334;242042051;242042051;242042051;242045218;242045218;242045218;242048616;242048616;242048616;242052767;242052767;242052769	242011655;242012329;242012329;242012329;242012518;242013888;242013888;242013888;242015713;242015713;242015713;242016783;242016783;242016783;242020784;242020784;242020784;242022020;242022020;242022020;242024006;242024006;242024006;242024804;242024804;242024804;242030357;242030357;242030357;242035580;242035580;242035580;242042645;242042645;242042645;242045319;242045319;242045319;242048809;242048809;242048809;242053241;242053241;242053241	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3462	2	3	0	0	1	1
MAP1LC3C	chr1;chr1;chr1;chr1	242158792;242161816;242162078;242162253	242159687;242161922;242162133;242162385	-;-;-;-	1192	0	0	0	0	0	0
PLD5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	242251689;242251689;242251689;242263970;242263970;242263970;242270973;242270973;242270973;242277192;242277192;242277192;242287770;242287770;242287770;242383290;242383290;242383290;242428639;242428639;242428639;242451664;242451664;242511401;242511408;242511408;242612656;242612656;242687390;242687899	242253412;242253412;242253412;242264084;242264084;242264084;242271141;242271141;242271141;242277328;242277328;242277328;242287967;242287967;242287967;242383417;242383417;242383417;242428750;242428750;242428750;242451832;242451832;242511544;242511544;242511544;242612784;242612784;242687705;242687998	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3441	0	0	0	0	0	0
